RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:10484	PR:LOC:(38570874,38642188)@chr14@Human
RP:10485	PR:LOC:(153187128,153209751)@chr1@Human
RP:10486	PR:LOC:(17501715,17666002)@chr6@Human
RP:10487	PR:LOC:(40175521,40207412)@chr1@Human
RP:10488	PR:LOC:(35722317,35727005)@chr9@Human
RP:10489	PR:LOC:(46456093,46481295)@chr1@Human
RP:10490	PR:LOC:(67187622,67211301)@chr14@Human
RP:10491	PR:LOC:(33130571,33160004)@chr3@Human
RP:10492	PR:LOC:(86380658,86409746)@chr6@Human
RP:10493	PR:LOC:(38420148,38427921)@chr17@Human
RP:10494	PR:LOC:(242154423,242168024)@chr2@Human
RP:10495	PR:LOC:(129482894,129762743)@chrX@Human
RP:10497	PR:LOC:(35152059,35395332)@chr9@Human
RP:10498	PR:LOC:(10843253,10894448)@chr19@Human
RP:10499	PR:LOC:(71186821,71478574)@chr8@Human
RP:105	PR:LOC:(1218073,1769670)@chr10@Human
RP:1050	PR:LOC:(38482776,38485160)@chr19@Human
RP:10500	PR:LOC:(147917606,147932062)@chr1@Human
RP:10501	PR:LOC:(4493600,4509501)@chr19@Human
RP:10505	PR:LOC:(74793048,74820840)@chr2@Human
RP:10507	PR:LOC:(89221706,89324165)@chr9@Human
RP:10509	PR:LOC:(88529156,88573896)@chr15@Human
RP:1051	PR:LOC:(48240783,48242619)@chr20@Human
RP:10512	PR:LOC:(80016506,80193318)@chr7@Human
RP:10513	PR:LOC:(55875302,55958362)@chr17@Human
RP:10514	PR:LOC:(4388950,4405393)@chr17@Human
RP:10516	PR:LOC:(91405509,91483788)@chr14@Human
RP:10517	PR:LOC:(18588064,18623387)@chr17@Human
RP:10518	PR:LOC:(76184046,76210933)@chr15@Human
RP:10519	PR:LOC:(88574481,88578178)@chr15@Human
RP:1052	PR:LOC:(48812029,48813323)@chr8@Human
RP:10520	PR:LOC:(62836396,62845948)@chr19@Human
RP:10521	PR:LOC:(37203943,37226816)@chr22@Human
RP:10522	PR:LOC:(634225,685740)@chr11@Human
RP:10523	PR:LOC:(16489706,16514248)@chr19@Human
RP:10524	PR:LOC:(65236065,65243651)@chr11@Human
RP:10525	PR:LOC:(118420110,118433122)@chr11@Human
RP:10526	PR:LOC:(30675001,30740018)@chr12@Human
RP:10527	PR:LOC:(9362780,9423651)@chr11@Human
RP:10528	PR:LOC:(2581254,2587039)@chr20@Human
RP:10529	PR:LOC:(21110097,21503122)@chr10@Human
RP:1053	PR:LOC:(22656355,22658314)@chr14@Human
RP:10531	PR:LOC:(3169922,3205003)@chr10@Human
RP:10533	PR:LOC:(11315160,11571557)@chr3@Human
RP:10534	PR:LOC:(65094519,65095815)@chr11@Human
RP:10535	PR:LOC:(12778428,12785462)@chr19@Human
RP:10536	PR:LOC:(6807465,6819271)@chr12@Human
RP:10537	PR:LOC:(29631375,29635475)@chr6@Human
RP:10538	PR:LOC:(75058537,75083086)@chr14@Human
RP:10539	PR:LOC:(131824672,131872775)@chr10@Human
RP:1054	PR:LOC:(38556449,38565432)@chr19@Human
RP:10540	PR:LOC:(56210361,56227245)@chr12@Human
RP:10541	PR:LOC:(97825196,97857776)@chr9@Human
RP:10542	PR:LOC:(110655921,110662588)@chr1@Human
RP:10544	PR:LOC:(33223435,33228828)@chr20@Human
RP:10548	PR:LOC:(23728194,23734082)@chr14@Human
RP:10549	PR:LOC:(23445302,23464171)@chrX@Human
RP:10550	PR:LOC:(69216800,69237907)@chr3@Human
RP:10551	PR:LOC:(16604676,16617848)@chr7@Human
RP:10552	PR:LOC:(98568161,98608536)@chr7@Human
RP:10553	PR:LOC:(20341924,20361904)@chr11@Human
RP:10554	PR:LOC:(32243968,32253820)@chr6@Human
RP:10555	PR:LOC:(136843433,136857712)@chr9@Human
RP:10556	PR:LOC:(92621255,92651928)@chr10@Human
RP:10557	PR:LOC:(15179390,15186260)@chr10@Human
RP:10558	PR:LOC:(91872982,91957245)@chr9@Human
RP:10559	PR:LOC:(88239414,88278766)@chr6@Human
RP:1056	PR:LOC:(132966919,132976801)@chr9@Human
RP:10560	PR:LOC:(166164826,166186899)@chr1@Human
RP:10561	PR:LOC:(78827537,78841778)@chr1@Human
RP:10562	PR:LOC:(52500973,52524193)@chr13@Human
RP:10563	PR:LOC:(78884157,78890165)@chr4@Human
RP:10564	PR:LOC:(46971834,47083645)@chr20@Human
RP:10565	PR:LOC:(68272466,68418217)@chr8@Human
RP:10566	PR:LOC:(4594938,4624604)@chr12@Human
RP:10567	PR:LOC:(47152675,47155309)@chr19@Human
RP:10568	PR:LOC:(25340389,25354774)@chr4@Human
RP:10569	PR:LOC:(159762735,159778672)@chr5@Human
RP:1057	PR:LOC:(132987480,132992297)@chr9@Human
RP:10570	PR:LOC:(133850394,133869256)@chr10@Human
RP:10571	PR:LOC:(26885886,27032268)@chr6@Human
RP:10572	PR:LOC:(104290547,104297036)@chr14@Human
RP:10573	PR:LOC:(357397,360541)@chr16@Human
RP:10574	PR:LOC:(73373106,73391788)@chr2@Human
RP:10575	PR:LOC:(62006914,62027442)@chr2@Human
RP:10576	PR:LOC:(68265512,68281621)@chr12@Human
RP:10577	PR:LOC:(74016397,74029837)@chr14@Human
RP:10578	PR:LOC:(85833072,85837538)@chr2@Human
RP:10579	PR:LOC:(123738679,124004047)@chr10@Human
RP:1058	PR:LOC:(26920572,26929105)@chr2@Human
RP:10580	PR:LOC:(97061521,97311125)@chr10@Human
RP:10581	PR:LOC:(297915,299392)@chr11@Human
RP:10584	PR:LOC:(120148627,120188388)@chr8@Human
RP:10585	PR:LOC:(131407866,131428747)@chr9@Human
RP:10586	PR:LOC:(151860908,151863450)@chr4@Human
RP:10587	PR:LOC:(18237594,18304069)@chr22@Human
RP:10588	PR:LOC:(77924375,77976398)@chr15@Human
RP:10589	PR:LOC:(65443304,65445607)@chr11@Human
RP:1059	PR:LOC:(3712499,3715130)@chr20@Human
RP:10590	PR:LOC:(25760439,25809990)@chr6@Human
RP:10591	PR:LOC:(43301347,43305189)@chr6@Human
RP:10592	PR:LOC:(103936162,103981493)@chr9@Human
RP:10594	PR:LOC:(1500674,1534850)@chr17@Human
RP:10598	PR:LOC:(76994155,77005568)@chr14@Human
RP:10599	PR:LOC:(21175403,21283997)@chr12@Human
RP:1060	PR:LOC:(68166962,68239995)@chr4@Human
RP:10600	PR:LOC:(29318883,29348682)@chr21@Human
RP:10602	PR:LOC:(37782394,37810977)@chr2@Human
RP:10603	PR:LOC:(101521887,101555613)@chr7@Human
RP:10605	PR:LOC:(43562129,43593244)@chr5@Human
RP:10606	PR:LOC:(57142869,57168455)@chr4@Human
RP:10607	PR:LOC:(1962065,1968752)@chr16@Human
RP:10608	PR:LOC:(2216391,2230970)@chr4@Human
RP:10609	PR:LOC:(37211732,37221977)@chr17@Human
RP:1061	PR:LOC:(88396181,88399318)@chr12@Human
RP:10610	PR:LOC:(72073056,72093524)@chr17@Human
RP:10611	PR:LOC:(95730285,95943810)@chr4@Human
RP:10612	PR:LOC:(6426420,6451781)@chr11@Human
RP:10613	PR:LOC:(101899843,101935393)@chr10@Human
RP:10614	PR:LOC:(40581652,40585249)@chr17@Human
RP:10615	PR:LOC:(23928715,23950424)@chr17@Human
RP:10616	PR:LOC:(336756,359610)@chr20@Human
RP:10617	PR:LOC:(73967741,74001666)@chr2@Human
RP:10618	PR:LOC:(85456805,85467032)@chr2@Human
RP:1062	PR:LOC:(104384808,104477170)@chr4@Human
RP:10620	PR:LOC:(72620637,72677525)@chr15@Human
RP:10621	PR:LOC:(18396033,18413287)@chr20@Human
RP:10622	PR:LOC:(89806482,89843881)@chr5@Human
RP:10623	PR:LOC:(143081649,143099930)@chr1@Human
RP:10625	PR:LOC:(181997186,182018043)@chr1@Human
RP:10626	PR:LOC:(15472006,15495875)@chr17@Human
RP:10627	PR:LOC:(3237528,3246234)@chr18@Human
RP:10628	PR:LOC:(142927626,142931569)@chr1@Human
RP:10629	PR:LOC:(62295451,62311390)@chr11@Human
RP:1063	PR:LOC:(211175452,211226309)@chr1@Human
RP:10630	PR:LOC:(13655558,13689758)@chr1@Human
RP:10631	PR:LOC:(37034779,37070874)@chr13@Human
RP:10632	PR:LOC:(117777527,117785769)@chr11@Human
RP:10633	PR:LOC:(28033477,28036208)@chr22@Human
RP:10634	PR:LOC:(28027551,28033328)@chr22@Human
RP:10635	PR:LOC:(4518317,4539475)@chr12@Human
RP:10636	PR:LOC:(176717480,176732203)@chr5@Human
RP:10637	PR:LOC:(222380718,222383571)@chr1@Human
RP:10638	PR:LOC:(225747016,225747983)@chr1@Human
RP:10640	PR:LOC:(56739868,56784183)@chr14@Human
RP:10641	PR:LOC:(50359923,50363234)@chr3@Human
RP:10642	PR:LOC:(44429802,44482146)@chr17@Human
RP:10643	PR:LOC:(23123069,23283235)@chr7@Human
RP:10644	PR:LOC:(186844269,187025514)@chr3@Human
RP:10645	PR:LOC:(120138217,120198831)@chr12@Human
RP:10646	PR:LOC:(95513351,95518308)@chr8@Human
RP:10647	PR:LOC:(61766304,61768855)@chr11@Human
RP:10648	PR:LOC:(61714286,61717585)@chr11@Human
RP:10650	PR:LOC:(12397928,12422234)@chr18@Human
RP:10651	PR:LOC:(176959664,177028169)@chr2@Human
RP:10652	PR:LOC:(44013818,44027133)@chr7@Human
RP:10653	PR:LOC:(43447074,43474948)@chr19@Human
RP:10654	PR:LOC:(151710283,151722540)@chr1@Human
RP:10655	PR:LOC:(1041614,1047552)@chr9@Human
RP:10656	PR:LOC:(136538898,136729031)@chr8@Human
RP:10657	PR:LOC:(32148584,32178565)@chr1@Human
RP:10658	PR:LOC:(47446521,47472649)@chr11@Human
RP:10659	PR:LOC:(11100077,11416358)@chr10@Human
RP:1066	PR:LOC:(54394267,54424491)@chr16@Human
RP:10660	PR:LOC:(102976723,102978707)@chr10@Human
RP:10661	PR:LOC:(12856239,12859017)@chr19@Human
RP:10663	PR:LOC:(45959977,45964849)@chr3@Human
RP:10664	PR:LOC:(66153964,66230580)@chr16@Human
RP:10665	PR:LOC:(32368470,32447634)@chr6@Human
RP:10666	PR:LOC:(65681172,65775139)@chr18@Human
RP:10667	PR:LOC:(5313791,5716812)@chr6@Human
RP:10668	PR:LOC:(54046401,54075082)@chr14@Human
RP:10669	PR:LOC:(27235120,27253622)@chr2@Human
RP:10670	PR:LOC:(19039402,19040981)@chr9@Human
RP:10671	PR:LOC:(30133355,30160602)@chr8@Human
RP:10672	PR:LOC:(60437295,60483221)@chr17@Human
RP:10673	PR:LOC:(107719978,107757366)@chr13@Human
RP:10675	PR:LOC:(47578732,47595193)@chr3@Human
RP:10677	PR:LOC:(56477710,56496119)@chr12@Human
RP:10678	PR:LOC:(62334453,62363517)@chr2@Human
RP:1068	PR:LOC:(570367,571524)@chr18@Human
RP:10681	PR:LOC:(50201695,50270857)@chr15@Human
RP:10682	PR:LOC:(48136511,48143358)@chrX@Human
RP:10683	PR:LOC:(44681427,44690949)@chr19@Human
RP:10686	PR:LOC:(191588543,191611035)@chr3@Human
RP:10687	PR:LOC:(26418113,26427372)@chr8@Human
RP:1069	PR:LOC:(151666441,151669869)@chrX@Human
RP:10690	PR:LOC:(96570590,96760477)@chr6@Human
RP:10691	PR:LOC:(28815860,28862014)@chr1@Human
RP:10692	PR:LOC:(111106750,111123267)@chr4@Human
RP:10693	PR:LOC:(30279055,30312569)@chr17@Human
RP:10694	PR:LOC:(29349997,29367923)@chr21@Human
RP:10695	PR:LOC:(43004903,43014979)@chr6@Human
RP:10699	PR:LOC:(47436946,47680987)@chr4@Human
RP:107	PR:LOC:(45387361,45535952)@chr7@Human
RP:1070	PR:LOC:(89725287,89741359)@chr5@Human
RP:1071	PR:LOC:(55553263,55575257)@chr16@Human
RP:10712	PR:LOC:(152030070,152038347)@chr1@Human
RP:10713	PR:LOC:(85754967,85788058)@chr2@Human
RP:10714	PR:LOC:(73981277,74031413)@chr11@Human
RP:10715	PR:LOC:(18842117,18867953)@chr19@Human
RP:10716	PR:LOC:(162098127,162107080)@chr2@Human
RP:10717	PR:LOC:(114149720,114159734)@chr1@Human
RP:10718	PR:LOC:(84549478,84735570)@chr10@Human
RP:1072	PR:LOC:(65378884,65382197)@chr11@Human
RP:10720	PR:LOC:(70246813,70261209)@chr4@Human
RP:10721	PR:LOC:(122632971,122748178)@chr3@Human
RP:10723	PR:LOC:(1103499,1165109)@chr5@Human
RP:10724	PR:LOC:(103534199,103568165)@chr10@Human
RP:10725	PR:LOC:(68156498,68296054)@chr16@Human
RP:10726	PR:LOC:(26932366,26957029)@chr1@Human
RP:10728	PR:LOC:(55343649,55368156)@chr12@Human
RP:1073	PR:LOC:(34249402,34253649)@chr14@Human
RP:10730	PR:LOC:(27439391,27483327)@chr10@Human
RP:10732	PR:LOC:(60942913,60963560)@chr20@Human
RP:10733	PR:LOC:(129159706,129177532)@chr4@Human
RP:10734	PR:LOC:(99419998,99463757)@chr7@Human
RP:10735	PR:LOC:(122821124,122961881)@chrX@Human
RP:10736	PR:LOC:(45143995,45148173)@chr2@Human
RP:10737	PR:LOC:(31080449,31091526)@chr22@Human
RP:10738	PR:LOC:(31078408,31081702)@chr22@Human
RP:10739	PR:LOC:(30910980,30914020)@chr22@Human
RP:10741	PR:LOC:(18415190,18425887)@chr20@Human
RP:10742	PR:LOC:(17577828,17580164)@chrX@Human
RP:10743	PR:LOC:(17525512,17655492)@chr17@Human
RP:10744	PR:LOC:(37784622,37785197)@chr4@Human
RP:10745	PR:LOC:(113951879,114013398)@chr1@Human
RP:10746	PR:LOC:(127780008,127817035)@chr2@Human
RP:10747	PR:LOC:(11020846,11041551)@chr1@Human
RP:10748	PR:LOC:(10633039,10643431)@chr12@Human
RP:10749	PR:LOC:(4841998,4868720)@chr17@Human
RP:1075	PR:LOC:(87666408,87710586)@chr11@Human
RP:10750	PR:LOC:(18865810,18890997)@chr17@Human
RP:10752	PR:LOC:(213650,426098)@chr3@Human
RP:10753	PR:LOC:(227189865,227244243)@chr1@Human
RP:10755	PR:LOC:(14449572,14467944)@chr19@Human
RP:10758	PR:LOC:(111986836,112034014)@chr6@Human
RP:10761	PR:LOC:(133425393,133518029)@chrX@Human
RP:10762	PR:LOC:(43880263,43901244)@chr22@Human
RP:10763	PR:LOC:(153451631,153460262)@chr1@Human
RP:10765	PR:LOC:(199428190,199510255)@chr1@Human
RP:10766	PR:LOC:(40153998,40167297)@chr22@Human
RP:10767	PR:LOC:(135323216,135417715)@chr6@Human
RP:10768	PR:LOC:(110239350,110277053)@chr1@Human
RP:10769	PR:LOC:(57785571,57791844)@chr5@Human
RP:10771	PR:LOC:(170643,289578)@chr10@Human
RP:10772	PR:LOC:(24038245,24052127)@chr1@Human
RP:10773	PR:LOC:(122749889,122755163)@chr9@Human
RP:10775	PR:LOC:(34789041,34798547)@chr19@Human
RP:10776	PR:LOC:(50626733,50648497)@chr15@Human
RP:10777	PR:LOC:(35696120,35810992)@chr3@Human
RP:10778	PR:LOC:(31124298,31142072)@chr18@Human
RP:10780	PR:LOC:(49337618,49354127)@chr19@Human
RP:10781	PR:LOC:(9384272,9407234)@chr19@Human
RP:10782	PR:LOC:(63386208,63416739)@chr19@Human
RP:10783	PR:LOC:(124099803,124194275)@chr9@Human
RP:10785	PR:LOC:(43136275,43172747)@chr21@Human
RP:10786	PR:LOC:(25953307,25990493)@chr6@Human
RP:10787	PR:LOC:(183615112,183728735)@chr2@Human
RP:10788	PR:LOC:(75734905,76039711)@chr5@Human
RP:10789	PR:LOC:(179144946,179145895)@chr2@Human
RP:10790	PR:LOC:(153071598,153072887)@chr2@Human
RP:10791	PR:LOC:(85723189,85732169)@chr2@Human
RP:10793	PR:LOC:(63807815,63835488)@chr7@Human
RP:10794	PR:LOC:(62483745,62496618)@chr19@Human
RP:10795	PR:LOC:(132368345,132389811)@chr12@Human
RP:10797	PR:LOC:(74337367,74354067)@chr2@Human
RP:10798	PR:LOC:(55459508,55460452)@chr11@Human
RP:10799	PR:LOC:(4940311,4947421)@chr6@Human
RP:108	PR:LOC:(7449345,7883194)@chr5@Human
RP:1080	PR:LOC:(116713968,116902666)@chr7@Human
RP:10800	PR:LOC:(77334276,77389232)@chrX@Human
RP:10801	PR:LOC:(72827744,73008270)@chr17@Human
RP:10802	PR:LOC:(134011953,134088683)@chr5@Human
RP:10803	PR:LOC:(45903023,45919671)@chr3@Human
RP:10804	PR:LOC:(19694102,19703067)@chr13@Human
RP:10806	PR:LOC:(239745517,239978483)@chr1@Human
RP:10807	PR:LOC:(136572214,136580758)@chr9@Human
RP:10808	PR:LOC:(30608765,30634117)@chr13@Human
RP:10809	PR:LOC:(72143532,72181939)@chr11@Human
RP:1081	PR:LOC:(87851941,87861543)@chr6@Human
RP:10810	PR:LOC:(26029887,26161063)@chr13@Human
RP:10811	PR:LOC:(137593684,137604695)@chr9@Human
RP:10813	PR:LOC:(128765694,128789263)@chrX@Human
RP:10814	PR:LOC:(175156216,175239837)@chr5@Human
RP:10815	PR:LOC:(768576,809775)@chr4@Human
RP:10817	PR:LOC:(41845892,41855608)@chr6@Human
RP:10818	PR:LOC:(68150453,68255011)@chr12@Human
RP:10819	PR:LOC:(17030378,17031029)@chr11@Human
RP:1082	PR:LOC:(54217939,54219405)@chr19@Human
RP:10820	PR:LOC:(86221296,86221948)@chr11@Human
RP:10821	PR:LOC:(3368616,3369549)@chr11@Human
RP:10822	PR:LOC:(67259725,67260387)@chr11@Human
RP:10823	PR:LOC:(12604932,12605918)@chr8@Human
RP:10825	PR:LOC:(74376827,74396391)@chr11@Human
RP:10826	PR:LOC:(154178247,154210362)@chr5@Human
RP:10827	PR:LOC:(153351464,153398619)@chr5@Human
RP:10828	PR:LOC:(37039476,37040582)@chr20@Human
RP:10829	PR:LOC:(36631693,36632877)@chr7@Human
RP:10830	PR:LOC:(138925195,138926108)@chr3@Human
RP:10833	PR:LOC:(111754402,111755995)@chr7@Human
RP:10834	PR:LOC:(18761368,18762818)@chr7@Human
RP:10835	PR:LOC:(148468657,148469917)@chr7@Human
RP:10838	PR:LOC:(152093666,152101327)@chrX@Human
RP:1084	PR:LOC:(46992396,47007429)@chr19@Human
RP:10840	PR:LOC:(127305106,127382183)@chr3@Human
RP:10841	PR:LOC:(46380605,46399909)@chr21@Human
RP:10842	PR:LOC:(31500087,31521309)@chr7@Human
RP:10844	PR:LOC:(134982077,135005362)@chr10@Human
RP:10845	PR:LOC:(63229837,63264616)@chr15@Human
RP:10846	PR:LOC:(165714940,166045995)@chr6@Human
RP:10847	PR:LOC:(30626080,30658555)@chr16@Human
RP:10848	PR:LOC:(50574736,50588264)@chr19@Human
RP:10849	PR:LOC:(50601307,50605864)@chr19@Human
RP:1085	PR:LOC:(47850143,47859008)@chr19@Human
RP:10850	PR:LOC:(34651894,34652689)@chr9@Human
RP:10855	PR:LOC:(84570794,84613484)@chr4@Human
RP:10856	PR:LOC:(54188968,54210994)@chr19@Human
RP:10857	PR:LOC:(118152146,118160311)@chrX@Human
RP:10858	PR:LOC:(99220508,99263391)@chr14@Human
RP:10859	PR:LOC:(59820441,59840819)@chr19@Human
RP:1086	PR:LOC:(48479428,48480338)@chr19@Human
RP:10861	PR:LOC:(971275,977054)@chr4@Human
RP:10863	PR:LOC:(24207561,24268550)@chr8@Human
RP:10864	PR:LOC:(43373980,43381252)@chr6@Human
RP:10865	PR:LOC:(96624338,96640245)@chr2@Human
RP:10866	PR:LOC:(31538938,31541461)@chr6@Human
RP:10867	PR:LOC:(3056838,3263111)@chr12@Human
RP:10868	PR:LOC:(129691646,129723661)@chr9@Human
RP:10869	PR:LOC:(49120484,49133358)@chr3@Human
RP:1087	PR:LOC:(46869075,46883936)@chr19@Human
RP:10870	PR:LOC:(41085222,41087013)@chr19@Human
RP:10871	PR:LOC:(70048842,70053877)@chr17@Human
RP:10873	PR:LOC:(85829886,86061004)@chr11@Human
RP:10874	PR:LOC:(56302326,56343393)@chr4@Human
RP:10875	PR:LOC:(76470143,76473795)@chr7@Human
RP:10876	PR:LOC:(20283939,20286379)@chr14@Human
RP:10877	PR:LOC:(193588866,193619420)@chr1@Human
RP:10878	PR:LOC:(193475655,193494530)@chr1@Human
RP:10879	PR:LOC:(71429618,71436721)@chr4@Human
RP:1088	PR:LOC:(47776237,47790890)@chr19@Human
RP:10880	PR:LOC:(108696426,108697765)@chr9@Human
RP:10881	PR:LOC:(108704158,108705590)@chr9@Human
RP:10882	PR:LOC:(40392588,40401170)@chr17@Human
RP:10884	PR:LOC:(44844784,44851170)@chr5@Human
RP:10885	PR:LOC:(118184433,118215091)@chr1@Human
RP:10886	PR:LOC:(73262556,73378813)@chr4@Human
RP:10887	PR:LOC:(68784605,68794359)@chr2@Human
RP:10888	PR:LOC:(93750131,93774066)@chr11@Human
RP:1089	PR:LOC:(46817184,46825268)@chr19@Human
RP:10890	PR:LOC:(26168625,26272668)@chr2@Human
RP:10891	PR:LOC:(23469914,23567969)@chr4@Human
RP:10892	PR:LOC:(54489598,54568350)@chr18@Human
RP:10893	PR:LOC:(33278117,33326511)@chr20@Human
RP:10894	PR:LOC:(10535990,10546855)@chr11@Human
RP:10896	PR:LOC:(183101361,183102244)@chr1@Human
RP:10897	PR:LOC:(65808628,65813148)@chr11@Human
RP:10898	PR:LOC:(98681347,98699645)@chr7@Human
RP:10899	PR:LOC:(150759820,150763524)@chr1@Human
RP:109	PR:LOC:(24953692,25053654)@chr2@Human
RP:10900	PR:LOC:(39741490,39750764)@chr17@Human
RP:10901	PR:LOC:(23492805,23508328)@chr14@Human
RP:10902	PR:LOC:(137503359,137542257)@chr5@Human
RP:10903	PR:LOC:(146713617,146721800)@chr1@Human
RP:10904	PR:LOC:(35579233,35589682)@chr20@Human
RP:10905	PR:LOC:(117622127,117780362)@chr1@Human
RP:10906	PR:LOC:(111026101,111054132)@chr12@Human
RP:10907	PR:LOC:(75834501,75849623)@chr18@Human
RP:10908	PR:LOC:(7505075,7532650)@chr19@Human
RP:1091	PR:LOC:(47756459,47756747)@chr19@Human
RP:10910	PR:LOC:(52125002,52160434)@chr13@Human
RP:10911	PR:LOC:(7841941,7847838)@chr1@Human
RP:10912	PR:LOC:(89449482,89451024)@chr9@Human
RP:10913	PR:LOC:(108969447,109064346)@chr2@Human
RP:10914	PR:LOC:(96038473,96103201)@chr14@Human
RP:10915	PR:LOC:(145807087,145871263)@chr5@Human
RP:10916	PR:LOC:(54717192,54725466)@chrX@Human
RP:10917	PR:LOC:(180348507,180366333)@chr5@Human
RP:10919	PR:LOC:(31955515,31973443)@chr6@Human
RP:1092	PR:LOC:(46799451,46799698)@chr19@Human
RP:10920	PR:LOC:(237776084,237789489)@chr2@Human
RP:10921	PR:LOC:(2243125,2258115)@chr16@Human
RP:10922	PR:LOC:(150211356,150215599)@chr7@Human
RP:10923	PR:LOC:(32621434,32637820)@chr5@Human
RP:10924	PR:LOC:(123152123,123172564)@chr6@Human
RP:10926	PR:LOC:(87150195,87183507)@chr7@Human
RP:10927	PR:LOC:(88270851,88320261)@chr9@Human
RP:10928	PR:LOC:(9465530,9528106)@chr18@Human
RP:10929	PR:LOC:(94439757,94441934)@chr11@Human
RP:1093	PR:LOC:(48499194,48499490)@chr19@Human
RP:10930	PR:LOC:(41128991,41140233)@chr6@Human
RP:10933	PR:LOC:(76952227,76977130)@chr15@Human
RP:10934	PR:LOC:(174911817,174912524)@chr4@Human
RP:10935	PR:LOC:(120917205,120928335)@chr10@Human
RP:10936	PR:LOC:(53991701,53998719)@chr2@Human
RP:10938	PR:LOC:(64376784,64402767)@chr11@Human
RP:10939	PR:LOC:(12319108,12367194)@chr18@Human
RP:10940	PR:LOC:(99199244,99239816)@chr8@Human
RP:10941	PR:LOC:(70635733,70694178)@chr4@Human
RP:10942	PR:LOC:(2807165,2811721)@chr16@Human
RP:10943	PR:LOC:(11535935,11553529)@chrX@Human
RP:10944	PR:LOC:(16716770,16734149)@chr11@Human
RP:10945	PR:LOC:(53577639,53586622)@chr19@Human
RP:10946	PR:LOC:(38091740,38124738)@chr1@Human
RP:10947	PR:LOC:(42129761,42147858)@chr8@Human
RP:10948	PR:LOC:(35046938,35073263)@chr17@Human
RP:10949	PR:LOC:(137116205,137117932)@chr5@Human
RP:10950	PR:LOC:(17887843,17907033)@chr21@Human
RP:10951	PR:LOC:(43502422,43533360)@chr17@Human
RP:10952	PR:LOC:(99064125,99072456)@chr9@Human
RP:10953	PR:LOC:(43004186,43022528)@chr20@Human
RP:10954	PR:LOC:(124268654,124363567)@chr3@Human
RP:10955	PR:LOC:(42558279,42584140)@chr20@Human
RP:10956	PR:LOC:(56374187,56401606)@chr12@Human
RP:10957	PR:LOC:(89847216,89851598)@chr6@Human
RP:10959	PR:LOC:(122594041,122607566)@chr12@Human
RP:1096	PR:LOC:(48236366,48237266)@chr19@Human
RP:10960	PR:LOC:(176691357,176711254)@chr5@Human
RP:10961	PR:LOC:(110913982,110923343)@chr12@Human
RP:10962	PR:LOC:(147845757,147854044)@chr1@Human
RP:10963	PR:LOC:(63710248,63728591)@chr11@Human
RP:10964	PR:LOC:(78798174,78820090)@chr1@Human
RP:10965	PR:LOC:(73105532,73112112)@chr14@Human
RP:10966	PR:LOC:(78208238,78249802)@chr17@Human
RP:10969	PR:LOC:(43298949,43307024)@chr1@Human
RP:1097	PR:LOC:(48292441,48293352)@chr19@Human
RP:10970	PR:LOC:(105134260,105144180)@chr12@Human
RP:10971	PR:LOC:(9674704,9721704)@chr2@Human
RP:10972	PR:LOC:(74667926,74713045)@chr14@Human
RP:10973	PR:LOC:(101063331,101422632)@chr6@Human
RP:10974	PR:LOC:(88718168,88720646)@chr10@Human
RP:10975	PR:LOC:(1548172,1556431)@chr19@Human
RP:10978	PR:LOC:(57181206,57185913)@chr11@Human
RP:10979	PR:LOC:(52393743,52487460)@chr14@Human
RP:1098	PR:LOC:(48415980,48416891)@chr19@Human
RP:10980	PR:LOC:(99331234,99334474)@chr7@Human
RP:10981	PR:LOC:(146906521,146917782)@chr6@Human
RP:10982	PR:LOC:(30875389,30975813)@chr18@Human
RP:10983	PR:LOC:(78326358,78354304)@chr4@Human
RP:10985	PR:LOC:(119027736,119096886)@chr12@Human
RP:10987	PR:LOC:(68117871,68137116)@chr8@Human
RP:10988	PR:LOC:(94370390,94410587)@chr12@Human
RP:10989	PR:LOC:(86282721,86334255)@chr2@Human
RP:10990	PR:LOC:(59446218,59452937)@chr19@Human
RP:10991	PR:LOC:(50217709,50233408)@chr3@Human
RP:10992	PR:LOC:(65576392,65592947)@chr11@Human
RP:10993	PR:LOC:(112292973,112304412)@chr12@Human
RP:10994	PR:LOC:(15086787,15097577)@chr19@Human
RP:10998	PR:LOC:(63701517,63715161)@chr19@Human
RP:10999	PR:LOC:(128182394,128203056)@chr9@Human
RP:11000	PR:LOC:(150560841,150565706)@chr1@Human
RP:11001	PR:LOC:(48261714,48315862)@chr15@Human
RP:11004	PR:LOC:(44874644,44902509)@chr1@Human
RP:11005	PR:LOC:(147423759,147497037)@chr5@Human
RP:11006	PR:LOC:(59866264,59873622)@chr19@Human
RP:11007	PR:LOC:(65414451,65415682)@chr11@Human
RP:11009	PR:LOC:(203459184,203465879)@chr1@Human
RP:1101	PR:LOC:(45896860,45901322)@chr17@Human
RP:11010	PR:LOC:(74160801,74179158)@chr12@Human
RP:11011	PR:LOC:(57910136,58044759)@chr17@Human
RP:11012	PR:LOC:(56217301,56223102)@chr19@Human
RP:11013	PR:LOC:(101574756,101577818)@chrX@Human
RP:11014	PR:LOC:(6275510,6296940)@chr7@Human
RP:11015	PR:LOC:(37188583,37203945)@chr22@Human
RP:11016	PR:LOC:(52196026,52306403)@chr12@Human
RP:11017	PR:LOC:(70032741,70044000)@chr2@Human
